table,fig,section,name,translation,carpet,type,note
99,4,,Гадим,бута Бута древняя,Сор-сор,К.—Ш,Напоминает элементы муганских ковров.
99,5,,Ширванбута,Бута Ширван,Чуханлы,К.—Ш,
99,6,,Гармаглы,бута Бута крючкообразная,Гасимушагы,Кар.,Взят из декора безворсных ковров.
100,1,,Бута,Бута,Баки,К.—Ш,Взят из декора зили
100,2,,Ширванбута,Бута Ширван,Мараза,К.—Ш,
100,3,,Готазлы,бута Бута с кисточкой,Хан-Карабах,Кар.,Встречается в коврах Хамадана.
101,1,,Балакетебә,Малая кетебә,Гаджигаиб,К.—Ш,"Слово «кетебә» происходит от слова «катиба», что означает фриз с монограммой."
101,2,,Балакетебә,Малая кетебә,Казах,Г.—К,
101,3,,Гармахлы,кетебә Кетебә крючкообразный,Ширван,К.—Ш,В Казахе называют «извилистый кетебә».
101,4,,Кетебә,Кетебә,Карабах,Кар.,
101,5,,Кетебә,Кетебә,Казах,Г.—К,
101,6,,Кетебә,"Кетебә Фахралы Г.—К Иногда называют «гяламданы кетебә», что означает —",«кетебә,—,пенал».
101,7,,Габир,Могила,Карабах,Кар.,
101,8,,Язылы,кетебә Кетебә с надписью,Фахралы,Г.—К,"Предполагается, что орнамент внутри кетебә является надписью."
102,1,,Балакетебә,Малая кетебә,Тебриз,Теб.,
102,2,,Кетебә,Кетебә,Караязы,Г.—К,
102,3,,?,,Фахралы,Г.—К,
102,4,,Котеб,Кетебә,Гырыз,К.—Ш,
102,5,,Бешик,Люлька,Гянджа,Г.—К,Этот элемент также называют могилой.
103,1,,Диваргюлю,Настенный цветок,Карабах,Кар.,Взят из настенных росписей.
103,2,,Кетебә,Кетебә,Гянджа,Г.—К,Напоминает форму круглого подноса.
103,3,,Кетебә,Кетебә,Фындыган,К.—Ш,
104,1,,Гейчи,Ножницы,Пиребедиль,К.—Ш,"Больше напоминает изображение рогов, символа доблести и силы. Встречается также на керамической посуде, найденной во время раскопок в Мингечауре."
104,2,,?,,Сиртчичи,К.—Ш,По местному выражению «сирт» означает «верх».
104,3,,Гейчи,Ножницы,Пиребедиль,К.—Ш,
104,4,,Гейчи,Ножницы,Пиребедиль,К.—Ш,
105,1,,Карагашлы,,,К.—Ш,"Возможно, что это голова птицы."
105,2,,Саджааг,Треножник,Хилаафшан,К.—Ш,
105,3,,Саджаяг,Треножник,Хилаафшан,К.—Ш,"Симметричное повторение этого элемента четыре раза крест-на-крест наз. «саджаяг» (см. табл. 228, рис. 2). Этот элемент, характерный для Сураханы и Хила и считающийся священным символом у огнепоклонников, является арабескою."
105,4,,?,,Кохня Куба К.—Ш Иногда «Кохня Куба» называют «Куба-шахар»,—,т. е. «Куба-город»
106,1,,Гюль,"Цветок Карагашлы К.—Ш Возможно это виноградный лист. Этот элемент встречается также в коврах «Шахназарли», «Моллакамаллы», в бакинском ковре «Хилаафшан» и",карабахском,—,"«Годжа», XVI в."
106,2,,Агчичек,Белый цветок,Годжа,Кар.,
106,3,,Бурма,Завиток,Гаджигаиб,К.—Ш,Напоминает мотивы китайского орнамента.
106,4,,Ярнаг,Лист,Хилаафшан,К.—Ш,Виноградный лист. Встречается и в коврах «Алиханлы» и «Пиребедиль».
106,5,,Гюль,Цветок,Хилаафшан,К.—Ш,См. примечание к рис. 1 этой же таблицы.
107,1,,Шебкенахыш,Узор шебеке,Ширван,К.—Ш,Называют также «платочек с цветами».
107,2,,Мешаярнагы,Лесное растение Гянджа и,Казах,Г.—К,Не характерен для азербайджанских ковров.
107,3,,Алагапы,Ворота,Мараза,К.—Ш,
107,4,,Мешаярнагы,Лесное растение Гянджа и,Казах,Г.—К,
108,1,,?,,Хан,К.—Ш,Встречается и в архитектурном декоре.
108,2,,Дестегюль,Букет,Мугань,Кар.,
108,3,,Гюльбутаг,Веточка с цветком,Кабала,К.—Ш,Некоторые специалисты неверно приписывают этот элемент к ковру «Дагестан».
108,4,,Бутаг,Ветка,Мугань,Кар.,
109,1,,Чайник,"Чайник Ханлыг Кар. Этот элемент, относящийся к средним векам, встречается в концах медальонов, а еще чаще в части серединной",каймы,—,«гарышняг». Название «чайник» получил в конце XIX в.
109,2,,?,,Мугань,Кар.,"Возможно, это женское украшение."
109,3,,Чалгы,Музыкальный инструмент,Ханкарванд,Кар.,
109,4,,?,,,Кар.,"Ввиду крайнего искажения рис. № 1 этой таблицы в последние века, автор дал его в восстановленном виде."
110,1,,Минаребашы,Купол,минарета,Кар.,Встречается в коврах Дагестана.
110,2,,?,,Кедабек,Г.—К,Изредка встречается в коврах Хамадана.
110,3,,Салмэ,Вьющийся,Салмесоюд,К.—Ш,"Напоминает геральдическое изображение двух птиц или животных. Встречается на посуде, найденной при раскопках старой Гянджи (XII в.)"
110,4,,?,,Ширван,К.—Ш,Видимо это изображение медальона.
110,5,,Чадыр,Шатер,Ерфи,К.—Ш,
110,6,,?,,Ширван,К.—Ш,"Парное изображение птицы, см. рис. 3 этой же таблицы."
111,1,,?,,Карабах,Кар.,Видимо это подставка для книги.
111,2,,Кисэ,Мешочек,Казах,Г.—К,"Напоминает мешочек, вышитый бисером."
111,3,,?,,Набур,К.—Ш,
111,4,,?,,Годжа,Кар.,Видимо это виноградный лист. Встречается в больших коврах-хали Карабаха XVI в.
112,1,,Кюндж,Угол,Биджо,К.—Ш,
112,2,,?,,Годжа,Кар.,Этот элемент относится к XVI—XVII вв.
112,3,,Гялинджехизи,Приданое невесты Кохня,Куба,К.—Ш,
113,1,,Гёль,Медальон,Карагашлы,К.—Ш,Некоторые специалисты считают его музыкальным инструментом.
113,2,,Хейванлапири,Животный след,Карабах,Кар.,Его называют также «верблюжьей лапой».
113,3,,Чарх,Колесо,Чичи,К.-Ш,
113,4,,?,,Гараджа,Теб.,
113,5,,Ярпаг,Лист,Ширван,К.-Ш,Встречается в коврах XVII в.
114,1,,?,,Кохна Куба,К.-Ш,Напоминает форму полу «кетебэ» (полумедальона).
114,2,,?,,Гаджигаиб,К.-Ш,
114,3,,?,,Фахралы,Г.-К,Эта правая часть мехраба в ковре намазлык.
115,1,,Ягдан,Масленка,Ширван,К.-Ш,
115,2,,Отайлы,,Карабах,Кар.,"В Карабахе азербайджанцев, проживающих по правобережью Аракса, называют «отайлы», что означает «с другого берега»."
115,3,,?,,Конахкенд,К.-Ш,Напоминает сельскохозяйственное орудие.
115,4,,Гюльдесте,Букет,Куба,К.-Ш,
115,5,,Мафраш,Мафраш,Казах,Г.-К,Ковровый мешок для перевозки клади.
116,1,,Туг,Хоругвь,Ширван,К.-Ш,Употребляется во время религиозных процессий.
116,2,,Букмэ,Свернутый,Биджо,К.-Ш,Встречается в ковре «Гашед».
116,3,,Тугбашы,Голова,Гымыл,К.-Ш,Возможно это является изображением светильника. Встречается также в карабахских коврах.
117,1,,Карпидж,Кирпич,Фахралы,Г.-К,Напоминает глазурованный кирпич.
117,2,,?,,Демирчилер,Г.-К,
117,3,,Дырнах,Ноготь,Карачоп,Г.-К,"Этот элемент называют также «гуйрум гель», т. е. извилистое озеро."
118,1,,Гель,Медальон,Пиребедиль,К.-Ш,
118,2,,Баш,Голова,Куба,К.-Ш,
119,1,,Кашы,Майолика Кохна,Куба,К.-Ш,
119,2,,?,,Салахлы,Г.-К,
120,1,,Тойбезейи,Свадебное украшение,Кобыстан,К.-Ш,
120,2,,Девелапири,Верблюжий след,Хилаафшан,К.-Ш,Его называют также «верблюжьей пяткой».
120,3,,Хонча,"Медальон Баки К.-Ш Это покрывало, которым накрывают",«хонча»,—,свадебное угощение.
121,1,,?,,Джек,К.-Ш,
121,2,,?,,Гянджа,Г.-К,
121,3,,Хонча,Медальон Кохна,Куба,К.-Ш,
122,1,,Сини,Круглый поднос,Годжа,Кар.,"Этот элемент, относящийся к XVI—XVII вв., встречается в измененном виде в ковре «Гаади» (XIX в.) бакинской группы."
122,2,,?,,Карабах,Кар.,
122,3,,Хонча,Медальон,Мугань,Кар.,
123,1,,?,,Карачоп,Г.-К,
123,2,,Геличи,Внутримедальонный элемент,Фындыган,К.-Ш,
124,1,,Кашы,Майолика,Куба,К.-Ш,
124,2,,Лапир,След,Конахкенд,К.-Ш,
124,3,,?,,Карачоп,Г.-К,
125,1,,?,,Куба,К.-Ш,
125,2,,Гель,Медальон,Зейва,К.-Ш,Этот элемент составляет основной фон композиции ковра «Зейва».
126,1,,Гель,Медальон,Шахназарли,К.-Ш,
126,2,,Казахча,,Казах,Г.-К,В Казахе маленькие коврики называются «казахча».
126,3,,Гель,Медальон Кохна,Куба,Г.-К,Этот медальон больше встречается в сумахах Дербента.
127,1,,Башлыг,Заставка,Даринур,Кар.,Встречается и в турецких коврах «Ушак».
127,2,,Тугбашы,Голова хоругви,Фахралы,Г.-К,
127,3,,Губна,Губна,Карабах,Кар.,
127,4,,?,,Гасымушагы,Кар.,Напоминает курятник или улей.
128,1,,Гендил,Подсвечник,Ханлыг,Кар.,Встречается и в ардебильском ковре «Шейх Сефи».
128,2,,?,,Арджиман,К.—Ш,Напоминает вид павлина спереди.
129,1,,Башлыг,Наконечник,Гарадаг,Теб.,
129,2,,Охбашы,Наконечник,Ханкарванд,Кар.,
129,3,,Хейкалбашы,Голова статуи,Лячектурундж,Теб.,
130,1,,«Сичандиши»,"Мышиные зубки Для всех См. табл. № 134, рис.",1.,,
130,2,,«Сичандиши»,Мышиные зубки Для,всех,Кар.,"См. табл. № 134, рис. 2."
130,3,,«Сичандиши»,Мышиные зубки,Зили-верни,К.—Ш,"См. табл. № 134, рис. 3."
130,4,,«Сичандиши»,Мышиные зубки Для всех,ковров,К.—Ш,"См. табл. № 134, рис. 6."
130,5,,«Сичандиши»,Мышиные зубки Зили,Баку,К.—Ш,"См. табл. № 134, рис. 8."
130,6,,«Сичандиши»,Мышиные зубки Ширван и,Куба,К.—Ш,"См. табл. № 134, рис. 5."
130,7,,«Сичандиши»,Мышиные зубки Ширван и,Куба,К.—Ш,"См. табл. № 134, рис. 10."
130,8,,«Сичандиши»,Мышиные зубки,Баку,К.—Ш,"См. табл. № 134, рис. 11."
130,9,,«Сичандиши»,Мышиные зубки,Гянджа-Казах,Г.-К,"См. табл. № 134, рис. 15."
130,10,,«Сичандиши»,Мышиные зубки,Зили,Кар.,"См. табл. № 134, рис. 19."
130,11,,Медахил,Внутрен. кайма,Гянджа,Г.-К,"См. табл. № 135, рис. 2."
130,12,,Медахил,Внутрен. кайма,Кабала,К.—Ш,"См. табл. № 135, рис. 7."
130,13,,Медахил,Внутрен. кайма,Баку,К.—Ш,"См. табл. № 135, рис. 9."
130,14,,Медахил,Внутрен. кайма Зили,Баку,К.—Ш,"См. табл. № 136, рис. 3."
130,15,,Медахил,Внутрен. кайма,Казах,Г.-К,"См. табл. № 136, рис. 7."
130,16,,Медахил,Внутрен. кайма,Пиребедиль,К.—Ш,"См. табл. № 136, рис. 9."
130,17,,Медахил,Внутрен. кайма,Карабах,Кар.,"См. табл. № 137, рис. 4."
130,18,,Медахил,Внутрен. кайма,Чичи,К.—Ш,"См. табл. № 137, рис. 7."
130,19,,Медахил,Внутрен. кайма,Куба,К.—Ш,"См. табл. № 137, рис. 8."
130,20,,Медахил,Внутрен. кайма,Карабах,Кар.,"См. табл. № 138, рис. 1."
130,21,,Медахил,Внутрен. кайма,Гянджа,Г.-К,"См. табл. № 138, рис. 2."
130,22,,Медахил,Внутрен. кайма,Баку,К.—Ш,"См. табл. № 138, рис. 3."
130,23,,Медахил,Внутрен. кайма,Ширван,К.—Ш,"См. табл. № 138, рис. 5."
130,24,,Медахил,Внутрен. кайма,Тебриз,Теб.,"См. табл. № 138, рис. 8."
130,25,,Зенджире,Галуны,Баку,К.—Ш,"См. табл. № 139, рис. 7."
131,1,,Зенджире,Галуны,Куба,К.—Ш,"См. табл. № 141, рис. 1."
131,2,,Зенджире,Галуны,Балыг,Кар.,"См. табл. № 141, рис. 2."
131,3,,Зенджире,Галуны,Балыг,Кар.,"См. табл. № 141, рис. 2."
131,4,,Зенджире,Галуны,Афшан,Теб.,"См. табл. № 141, рис. 3."
131,5,,Зенджире,Галуны,Биджо,К.—Ш,"См. табл. № 141, рис. 7."
131,6,,Бала,хашийе Малая кайма,Конахкенд,К.—Ш,"См. табл. № 142, рис. 2."
131,7,,Бала,хашийе Малая кайма,Кедабек,Г.-К,"См. табл. № 144, рис. 1."
131,8,,Бала,хашийе Малая кайма,Мараза,К.—Ш,"См. табл. № 144, рис. 5."
131,9,,Бала,хашийе Малая кайма,Мараза,К.—Ш,"См. табл. № 144, рис. 5."
131,10,,Бала,хашийе Малая кайма,Мараза,К.—Ш,"См. табл. № 144, рис. 6."
131,11,,Бала,хашийе Малая кайма,Баку,К.—Ш,"См. таблицу 140, рис. 6."
131,12,,Бала,хашийе Малая кайма,Мараза,К.—Ш,"См. таблицу 146, рис. 2."
131,13,,Бала,хашийе Малая кайма Зейва и,Чичи,К.—Ш,"См. таблицу 1, рис. 3."
131,14,,Бала,хашийе Малая кайма,Губа,К.—Ш,"См. таблицу 140, рис. 6."
131,15,,Бала,хашийе Малая кайма Чичи,К.,-,"Ш См. таблицу 147, рис. 2."
131,16,,Бала,хашийе Малая кайма Баку,К.,-,"Ш См. таблицу 148, рис. 6."
131,17,,Ара,хашийе Серединная кайма Баку,К.,-,"Ш См. таблицу 148, рис. 1."
131,18,,Ара,хашийе Серединная кайма Ширалибек,К.,-,"Ш См. таблицу 150, рис. 2."
131,19,,Ара,хашийе Серединная кайма Ширван,К.,-,"Ш См. таблицу 150, рис. 3."
131,26,,Зенджире,Галуны,Карабах,Кар.,"См. табл. № 140, рис. 3."
132,1,,Ара,хашийе Серединная кайма,К.,-,"Ш См. таблицу 155, рис. 3."
132,2,,Ара,хашийе Серединная кайма Ширван,К.,-,"Ш См. таблицу 155, рис. 4."
132,3,,Ара,хашийе Серединная,кайма,Кар.,"См. таблицу 149, рис. 1."
132,4,,Ара,хашийе Серединная,кайма,Кар.,"См. таблицу 149, рис. 1."
132,5,,Ара,хашийе Серединная кайма Салмесоюд,К.,-,"Ш См. таблицу 149, рис. 2."
132,6,,Ара,хашийе Серединная кайма Баку,К.,-,"Ш См. таблицу 149, рис. 3."
132,7,,Ара,хашийе Серединная кайма Казах,Г.,-,"К См. таблицу 149, рис. 4."
132,8,,Ара,хашийе Серединная кайма Казах,Г.,-,"К См. таблицу 151, рис. 6."
132,9,,Ара,хашийе Серединная кайма Карачоп,Г.,-,"К См. таблицу 156, рис. 6."
132,10,,Ара,хашийе Серединная кайма Для бакинских ковров,К.,-,"Ш См. таблицу 154, рис. 2."
132,11,,Ара,хашийе Серединная кайма Для бакинских ковров,К.,-,"Ш См. таблицу 154, рис. 2."
132,12,,Ара,хашийе Серединная кайма Для бакинских ковров,К.,-,"Ш См. таблицу 154, рис. 2."
132,13,,Ара,хашийе Серединная кайма Для бакинских ковров,К.,-,"Ш См. таблицу 154, рис. 2."
132,14,,Ара,хашийе Серединная кайма Для бакинских ковров,К.,-,"Ш См. таблицу 154, рис. 2."
132,15,,Ара,хашийе Серединная кайма Для кубинских ковров,К.,-,"Ш См. таблицу 152, рис. 4."
132,16,,Ара,хашийе Серединная кайма Ширван,К.,-,"Ш См. таблицу 153, рис. 5."
133,1,,Тексу,Одиночное «су» Встречается во всех,коврах.,,
133,2,,Ичли,су Обведенная линия Встречается во всех,коврах.,,
133,3,,Гошауч,Парные обведенные линии Баку,К.,-,Ш Встречается большей частью в бакинских коврах.
133,4,,Чохзолаг,Многополосный Ширван,К.,-,Ш Изредка встречается в карабахских коврах.
133,5,,Гошасу,Парные линии Баку,К.,-,Ш Встречается изредка в карабахских коврах.
133,6,,Джут-гоша,сулар Парные двойные линии Баку,К.,-,Ш Изредка встречается в карабахских коврах.
133,7,,Энли,су Широкая линия Большею частью встречается в паласах и,килимах.,,
133,8,,Кохнасу,Старая линия,Казах-Карабах,Кар.,
133,9,,Кохнасу,Старая линия,Казах-Карабах,Кар.,
133,10,,Кесмесу,Пунктирная линия Казах-Карабах Кар. Больше встречается в безворсных,коврах,—,верни и зили.
134,1,,Джуджуозу,Глаз цыпленка Ширван и Куба,К.,—,Ш
134,2,,Тахтамужа,Деревянные ресницы Для всех азерб.,ковр.,-,
134,3,,Зенджир,Цепочка Для всех азерб.,ковр.,-,
134,4,,Сичандиши,Мышиные,зубки,Кар.,
134,5,,Бурма,Завиток,К.,—,Ш
134,6,,Мунджук,Бусы,Гянджа-Карабах,Кар.,Изредка встречается в карабахских коврах.
134,7,,Сичандиши,Мышиные зубки Для всех азерб.,ковр.,,
134,8,,Мужалар,Ресницы Баку К. — Ш Этот узор иногда называют,«гарагез»,—,«черным глазом».
134,9,,Карагез,Черный глаз,Джебраиль,Кар.,
134,10,,Бурма,Завиток Баку и Куба,К.,—,Ш
134,11,,Бурма,Завиток Кобыстан,К.,—,Ш Типичен для карабахских ковриков «кенара».
134,12,,Бурма,Завиток Ширван,К.,—,Ш
134,13,,Бурма,Завиток Для безворсных,ковров,Кар.,
134,14,,?,,Для безворсных ковров,,
134,15,,Питик,"Черточка Для всех азерб. ковров В Карабахе называют «гердек габагы», т. е. узор на",занавеси.,,
134,16,,Гошапитик,Две черточки Для всех азерб.,ковров,,
134,17,,Таггабагы,Узор занавесочный Для безворсных,ковров,,
134,18,,Диш-диш,Зубчатый Гянджа-Казах,Г.,—,К Иногда называют «лошадиным языком».
134,19,,Зенджир,Цепочка Для безворсных,ковров,,
134,20,,Дилик,Зубчатый Для безворсных ковров Встречается в карабахских,коврах.,,
135,1,,Сыгыр,сидийи След мочи молодого животного Гянджа,Г.,—,"К Этот «медахил» взят из греческого архитектурного декора, иногда его считают изображением протекающего ручейка."
135,2,,Бурма,Завиток Гянджа,Г.,—,К В Казахе называют «бурум».
135,3,,Гошагыйнаг,Парные когти Баку,К.,—,Ш Больше встречается в безворсных коврах «зили».
135,4,,Тило,Крючек Хилаафшан,К.,—,Ш
135,5,,Хаманкоманчи,Просвирняк,Карабах,Кар.,
135,6,,Бутаклы,Веточка Зейва,К.,—,Ш
135,7,,Зенджир,Цепочка,К.,—,Ш
135,8,,?,,Чичи К.,—,Ш Напоминает форму браслета.
135,9,,Илдырым,Молния Баку,К.,—,Ш
136,1,,Саллама,Висячий Фахралы,Г.,—,К
136,2,,Питик,Черточка Гаджигаиб,К.,—,Ш
136,3,,Зенджир,Цепочка Баку К. — Ш Встречается в безворсных,коврах,—,зили.
136,4,,?,,Ширван К.,—,Ш Напоминает бордюр ковров Белуджистана.
136,5,,Гарагез,Черный глаз,Губатлы,Кар.,
136,6,,?,,Казах Г.,—,К
136,7,,Пилек,Пуговица Казах,Г.,—,К
136,8,,Долама,Завиток Казах,Г.,—,"К Встречается в фаянсовой посуде, найденной в Мингечауре."
136,9,,Долама,Завиток Пиребедиль,К.,—,Ш
137,1,,?,,Зейва К.,—,Ш
137,2,,Диликлы,Зубчатый Шихлы,Г.,—,"К Встречается в предметах украшения, найденных в Мингечауре. (6—1 вв. до н. э.)."
137,3,,Пушгу,,Пила,Кар.,Напоминает мотивы греческого архитектурного орнамента.
137,4,,Пушгу,,Пила,Кар.,
137,5,,Казах,,Г.,—,К
137,6,,Хейван,Животное Куба,К.,—,Ш Напоминает меандр
137,7,,Моллабашы,Голова муллы Чичи К. — Ш В Гяндже и Казахэ называют «чемче,медахил»,—,т. е. «медахил-половник».
137,8,,Гармахлы,Крючкообразный Куба,К.,—,"Ш Этот медахил, напоминающий меандр в греческой архитектуре, встречается в кубинских сумахах."
138,1,,Агчичекли,Белый цветок,Карабах,Кар.,
138,2,,?,,Гянджа Г.,—,К
138,3,,Доламакыйнак,Кривой коготь Баку,К.,—,Ш
138,4,,Бутаг,Ветка Кабала,К.,—,Ш
138,5,,Долама,Завиток Ширван,К.,—,"Ш В Карабахе называют «иланкач», что означает «след змеи»."
138,6,,Биларзик,Браслет Кохна Куба,К.,—,Ш
138,7,,?,,Фахралы Г.,—,К Взят из русских вышивок.
138,8,,Кетебә,Кетебә,Тебриз,Теб.,Встречается и в карабахских коврах.
138,9,,Зенджир,Цепочка Баку,К.,—,"Ш Встречается на посуде, найденной в Мингечауре."
139,1,,Сермә,Узор Шихлы,Г.,—,К Иногда это построение встречается и в «медахилах».
139,2,,Зенджире,Галуны,Тебриз,Теб.,Встречается и в коврах карабахского и ширванского типов.
139,3,,Кохнанахыш,Старый узор Гянджа и Казах,Г.,—,К В Карабахе называют «парным гребешком».
139,4,,Зенджир,Цепочка Гашед,К.,—,Ш Напоминает ювелирное украшение.
139,5,,Буталы,Бута Казах,Г.,—,К
139,6,,?,,Сыртчичи К.,—,Ш
139,7,,Гейсибишах,Абрикос с веточкой Баку,К.,—,Ш Эта «зенджире» встречается и в ширванских коврах.
140,1,,Зенджир,Цепочка,Карабах,Кар.,
140,2,,Чичекли,,Цветочный,Кар.,
140,3,,?,,Карабах,Кар.,
140,4,,Хейвагюлю,Айвовый цветок Ширван,К.,—,Ш
140,5,,Мишар,Пила Кохна Куба,К.,—,Ш
140,6,,Гейчи,Ножницы Куба,К.,—,Ш
140,7,,Хейван,Животное Кабала,К.,—,Ш
140,8,,Сермә,Узор Казах,К.,—,Ш
141,1,,Моллабашы,Голова муллы Куба,К.,—,Ш Применяется в частях бордюра «медахилях» и «джагах».
141,2,,Байрамгюлю,Праздничный цветок,Балыг,Кар.,
141,3,,Зенджире,Галуны,Тебриз,Теб.,Встречается и в иранских коврах.
141,4,,Пахлава,Миндальное пирожное ромбообразной формы Пиребедиль,К.,—,Ш
141,5,,Сермә,Узор Кохне Куба,К.,—,Ш Больше характерен для современных сумахов.
141,6,,Зенджире,Галуны,Гараджа,Теб.,
141,7,,Сюмбюльдараг,Колос гребень Биджо,К.,—,Ш Иногда встречается в коврах кубинской группы.
142,1,,?,,Казах,Г.-К,
142,2,,?,,Конахкенд,К.-Ш,
142,3,,Доламагармаг,Витой коготь,Баку,К.-Ш,
142,4,,?,,Кабала,К.-Ш,
142,5,,?,,Куба,К.-Ш,Встречается в коврах Южного Дагестана.
142,6,,Дүймели,Пуговица,Зейва,К.-Ш,Напоминает ювелирное украшение.
142,7,,Гошагармаг,Парный крючек,Кабала,К.-Ш,
143,1,,?,,Кабала,К.-Ш,"Встречается в коврах Дагестана см. табл. № 142, рис. 5."
143,2,,Хаманкоманчи,Просвирняк,Карабах,Кар.,
143,3,,?,,Мугань,Кар.,
143,4,,Сармашык,Вьюны,Карабах,Кар.,
143,5,,Гезлю,Глаз,Зейва,К.-Ш,
143,6,,Чаркези,Крест-на-крест,Конахкенд,К.-Ш,Испорченная форма слова «чарнази».
144,1,,Доламагүйрум,Завиток Ширван и,Куба,К.-Ш,
144,2,,?,,Кедабек,Г.-К,
144,3,,Сермә,Узор,Баку,К.-Ш,Встречается на мафрашах кочевников.
144,4,,?,,Карабах,Кар.,
144,5,,Тирмесаягы,Напоминающий тирьме Мараза К.-Ш,Тирьме,—,"шерстяная ткань, производимая ручным способом в Индии и Иране."
144,6,,Гозалы,ислими Кайма с коробочкой,Карабах,Кар.,Напоминает хлопковую коробочку.
145,1,,?,,Хан (Конахкенд),К.-Ш,Встречается и в бакинских коврах.
145,2,,?,,Казах,Г.-К,
145,3,,Бешик,Люлька,Чирахлы,Г.-К,
145,4,,?,,Зейва,К.-Ш,Иногда встречается в коврах «Афурджа» и «Пиребедиль».
145,5,,?,,Файтман,К.-Ш,Напоминает орнамент безворсных ковров.
145,6,,Чичек,Цветок,Казах,Г.-К,
146,1,,Гейчи,Ножницы Ширван и,Куба,К.-Ш,Называют также и «крючкообразной розой».
146,2,,Охбашы,Наконечник стрелы,Мараза,К.-Ш,
146,3,,Гюльдүйме,Пуговка-цветок Зейва и,Чичи,К.-Ш,
146,4,,?,,Хилаафшан,К.-Ш,
146,5,,Оджаг,Очаг,Гасымушагы,Кар.,Встречается также в ковре «Борчалы» казахской группы.
146,6,,?,,Кабала,К.-Ш,Встречается в фаянсовой посуде.
146,7,,Чахмаг,Курок,Самух,Г.-К,Это мотив из древне-греческого орнамента.
147,1,,?,,Ширван,К.-Ш,
147,2,,Алмаалем,Яблочная кайма,Чичи,К.-Ш,
147,3,,?,,Карабах,Кар.,Встречается в малой кайме Тебризских ковров.
147,4,,Хончагюлю,Медальонный цветок,Самух,Г.-К,Взят из узора вышивок по канве.
147,5,,Тоюгаегы,Куриные ножки,Карабах,Кар.,Называют также мятным листочком.
147,6,,Чахмаг,Курок,Баку,К.-Ш,Похож на крючок для удочки.
148,1,,Кетебә,хашийе Кайма-кетебә,Баку,К.-Ш,
148,2,,Бахли,Черешня,Чичи,К.-Ш,
148,3,,?,,Гасымушагы,Кар.,
148,4,,?,,Баку,К.-Ш,Встречается на могильных камнях из дворца Ширваншахов в Баку. Встречается также в узоре мафрашей.
148,5,,?,,Хилаафшан,К.-Ш,
149,1,,Шамданлы,Подсвечник,Карабах,Кар.,
149,2,,Шанакотан,Вилы-плуг,Салмесоюд,К.—Ш,
149,3,,Гадимхейкел,Старинная статуя,Баку,К.—Ш,Встречается и в коврах Ширвана.
149,4,,?,,Казах,Г.—К,
149,5,,Алибейли,Алибекли Конахкенд и,Пиребедиль,К.—Ш,
150,1,,Мешәл,Факел,Карабах,Кар.,"В Карабахе называют «Шамданлы» «подсвечником», см. табл. 149, рис. 1."
150,2,,Пәтә,Соты,Ширалибек,К.—Ш,Встречается и в коврах Кобыстана.
150,3,,Хорук-буруг,Кудрявые косы,Ширван,К.—Ш,Встречается в бордюре мехраба ханега в Нахичевани (XII в.).
150,4,,Хорук,Коса,Ширван-Куба,К.—Ш,"Измененная форма каймы, данной в предыдущей таблице."
150,5,,Икигушлу,Парная птица,Казах,Г.—К,"Символ любви. Встречается на посуде, найденной при раскопках Старой Гянджи (XII в.)."
151,1,,Шарлама,Баку (Хилабута) К.—Ш Испорченное слово,«шалиума»,—,имитация дорогой ткани. Бакинские ковроткачи называют эту кайму «превращающей девушку в старую деву». Встречается и в ковре «Бахшайиш» Тебриза.
151,2,,?,,Гырыз,К.—Ш,"Встречается в коврах «Конахкенд», «Джек» и «Афурджа»."
151,3,,?,,Биджо,К.—Ш,Встречается и в коврах типа Гянджа-Казах.
151,4,,Оджаг,Очаг,Джемджемли,К.—Ш,Встречается и в ковре «Пиргасанлы».
151,5,,Чакмаг,Курок,Арджиман,К.—Ш,Встречается и в коврах Карабаха.
151,6,,Махаджжар,Балконная решетка,Казах,Г.—К,
152,1,,Юйрук,Люлька,Салмесоюд,К.—Ш,
152,2,,Юйрук,Люлька,Чичи,К.—Ш,
152,3,,?,,Зейва и Чичи,К.—Ш,Встречается в архитектурном украшении.
152,4,,Гейчибалыг,Рыба-ножницы,Куба,К.—Ш,Типичен для ковров Карабаха и Гянджа-Каказа.
153,1,,?,,Казах,Г.—К,
153,2,,?,,Чуханлы,К.—Ш,Встречается в коврах кубинской группы и «Сальян». Характерен для древних муганских ковров.
153,3,,?,,Гянджа,Г.—К,Большое применение получил в коврах Малой Азии.
153,4,,?,,Куба,К.—Ш,
153,5,,?,,Ширван,К.—Ш,
153,6,,?,,,,
154,1,,Кашы,Майолика,Шилян,К.—Ш,Называют также «дочь Бешира». Узор этой каймы принимают за надпись на арабском языке.
154,2,,Кашы,"Майолика Куба К.—Ш Несмотря на то, что эта кайма встречается в коврах Ширвана и Кубы, она характерна для бакинских ковров «Хила» и «Сураханы». Искусствоведы принимают элементы этого узора за куфические буквы. Эта кайма встречается в коврах, изображенных в картине художника эпохи Ренессанса Лоренцо Лотто",(1480—1550),—,«Семья» и в восточных миниатюрах.
154,3,,?,,Шыхлы,Г.—К,Встречается в ковре «Кемерли» казахской группы.
154,4,,Шебекә,Решетка,Ширван,К.—Ш,Взят из орнамента резьбы по камню.
155,1,,?,,Кабала,К.—Ш,
155,2,,Арсалан,Мужское имя,Арсалан,К.—Ш,
